Sr.,Stock Name,Symbol,Links,%Chg,Price,Volume
"1722","Lyka Labs Limited","LYKALABS","P&F | F.A","-0.50","77.30","7778"
"1723","Ishan Dyes and chemicals Ltd","ISHANCH","P&F | F.A","-0.50","65.80","3983"
"1724","Tvs Srichakra Limited","TVSSRICHAK","P&F | F.A","-0.51","4255.90","2134"
"1725","Bajaj Finserv Limited","BAJAJFINSV","P&F | F.A","-0.51","2072.40","268602"
"1726","Jupiter Life Line Hospitals Ltd","JLHL","P&F | F.A","-0.51","1411.50","3414"
"1727","Greenply Industries Limited","GREENPLY","P&F | F.A","-0.51","273.90","22175"
"1728","Sansera Engineering Ltd","SANSERA","P&F | F.A","-0.52","1690.30","28352"
"1729","Bharat Dynamics Ltd","BDL","P&F | F.A","-0.52","1402.50","540492"
"1730","Indian Hume Pipe Company Limited","INDIANHUME","P&F | F.A","-0.52","410.30","8103"
"1731","Hindustan Copper Limited","HINDCOPPER","P&F | F.A","-0.52","380.30","12050406"
"1732","Raj Oil Mills Ltd","ROML","P&F | F.A","-0.52","49.79","1519"
"1733","Mirza International Limited","MIRZAINT","P&F | F.A","-0.52","40.26","92651"
"1734","Alldigi Tech Ltd","ALLDIGI","P&F | F.A","-0.53","861.50","382"
"1735","Marathon Nextgen Realty Limited","MARATHON","P&F | F.A","-0.53","547.50","11830"
"1736","Vardhman Textiles Limited","VTL","P&F | F.A","-0.53","443.95","46440"
"1737","Vst Industries Limited","VSTIND","P&F | F.A","-0.53","253.95","45232"
"1738","Abbott India Limited","ABBOTINDIA","P&F | F.A","-0.54","27860.00","2323"
"1739","Hdfc Bank Limited","HDFCBANK","P&F | F.A","-0.54","996.10","6270348"
"1740","Hindalco Industries Limited","HINDALCO","P&F | F.A","-0.54","847.50","1653210"
"1741","Windlas Biotech Ltd","WINDLAS","P&F | F.A","-0.54","777.80","48337"
"1742","Indraprastha Gas Limited","IGL","P&F | F.A","-0.54","185.70","550092"
"1743","Manaksia Coated Metals & Industries Limited","MANAKCOAT","P&F | F.A","-0.54","134.90","66749"
"1744","Adani Ports And Special Economic Zone Limited","ADANIPORTS","P&F | F.A","-0.55","1514.40","572286"
"1745","Simplex Infrastructures Limited","SIMPLEXINF","P&F | F.A","-0.55","270.50","15227"
"1746","Power Grid Corporation Of India Limited","POWERGRID","P&F | F.A","-0.55","262.15","4438723"
"1747","Marksans Pharma Limited","MARKSANS","P&F | F.A","-0.55","192.80","281483"
"1748","TVS Supply Chain Solutions Ltd","TVSSCS","P&F | F.A","-0.55","108.85","174124"
"1749","Yes Bank Limited","YESBANK","P&F | F.A","-0.55","21.80","28727427"
"1750","Cosmo Films Ltd","COSMOFIRST","P&F | F.A","-0.56","714.05","24092"
"1751","Hercules Hoists Limited","HERCULES","P&F | F.A","-0.56","157.30","5551"
"1752","Gateway Distriparks Ltd","GATEWAY","P&F | F.A","-0.56","59.95","251992"
"1753","Dhanuka Agritech Limited","DHANUKA","P&F | F.A","-0.57","1198.00","9718"
"1754","Laurus Labs Limited","LAURUSLABS","P&F | F.A","-0.57","1006.50","650385"
"1755","Radiant Cash Management Services Ltd","RADIANTCMS","P&F | F.A","-0.57","52.35","64344"
"1756","Astrazeneca Pharma India Limited","ASTRAZEN","P&F | F.A","-0.58","9101.50","2236"
"1757","Madhya Bharat Agro Products Ltd","MBAPL","P&F | F.A","-0.58","406.25","21804"
"1758","Cemindia Projects Ltd","CEMPRO","P&F | F.A","-0.59","825.55","81138"
"1759","Tata Capital Ltd","TATACAP","P&F | F.A","-0.59","322.65","446372"
"1760","Suraj Estate Developers Ltd","SURAJEST","P&F | F.A","-0.59","262.25","25523"
"1761","Jm Financial Limited","JMFINANCIL","P&F | F.A","-0.59","145.34","1090192"
"1762","Kakatiya Cement Sugar & Industries Limited","KAKATCEM","P&F | F.A","-0.59","133.01","691"
"1763","Page Industries Limited","PAGEIND","P&F | F.A","-0.60","36710.00","4935"
"1764","Indian Bank","INDIANB","P&F | F.A","-0.60","784.60","1806438"
"1765","Precision Camshafts Limited","PRECAM","P&F | F.A","-0.60","154.80","83366"
"1766","Medico Remedies Ltd","MEDICO","P&F | F.A","-0.60","51.01","32410"
"1767","Jb Chemicals & Pharmaceuticals Limited","JBCHEPHARM","P&F | F.A","-0.61","1787.00","60898"
"1768","Sundaram Brake Linings Limited","SUNDRMBRAK","P&F | F.A","-0.61","670.00","908"
"1769","N R Agarwal Industries Ltd","NRAIL","P&F | F.A","-0.61","471.90","1531"
"1770","Mm Forgings Limited","MMFL","P&F | F.A","-0.61","357.20","41128"
"1771","Cubex Tubings Limited","CUBEXTUB","P&F | F.A","-0.61","94.63","13207"
"1772","Bpl Limited","BPL","P&F | F.A","-0.61","56.69","33533"
"1773","Mphasis Limited","MPHASIS","P&F | F.A","-0.62","2894.50","101770"
"1774","Sona BLW Precision Forgings Ltd","SONACOMS","P&F | F.A","-0.62","489.45","918928"
"1775","Mahindra Holidays & Resorts India Limited","MHRIL","P&F | F.A","-0.62","312.30","25034"
"1776","Prime Securities Limited","PRIMESECU","P&F | F.A","-0.62","278.95","6946"
"1777","Moschip Technologies Ltd","MOSCHIP","P&F | F.A","-0.62","204.85","324975"
"1778","Supreme Petrochem Ltd","SPLPETRO","P&F | F.A","-0.63","650.15","6617"
"1779","United Foodbrands Ltd","UFBL","P&F | F.A","-0.63","181.13","26053"
"1780","HDFC Nifty Growth Sectors 15 ETF","HDFCGROWTH","P&F | F.A","-0.63","128.66","3282"
"1781","Speciality Restaurants Limited","SPECIALITY","P&F | F.A","-0.63","115.98","10931"
"1782","BMW Ventures Ltd","BMWVENTLTD","P&F | F.A","-0.63","59.87","110657"
"1783","Dr. Lal Path Labs Ltd.","LALPATHLAB","P&F | F.A","-0.64","2856.10","125962"
"1784","Gland Pharma Ltd","GLAND","P&F | F.A","-0.64","1667.90","14029"
"1785","Hatsun Agro Product Limited","HATSUN","P&F | F.A","-0.64","1012.90","17176"
"1786","Indiqube Spaces Ltd","INDIQUBE","P&F | F.A","-0.64","192.69","6638"
"1787","Laxmi India Finance Ltd","LAXMIINDIA","P&F | F.A","-0.64","130.82","37939"
"1788","Shree Tirupati Balajee Agro Trading Co. Ltd","BALAJEE","P&F | F.A","-0.64","38.65","59541"
"1789","Silly Monks Entertainment Ltd","SILLYMONKS","P&F | F.A","-0.64","23.39","5125"
"1790","Maruti Suzuki India Limited","MARUTI","P&F | F.A","-0.65","16414.00","110825"
"1791","Fortis Healthcare Limited","FORTIS","P&F | F.A","-0.65","868.35","566216"
"1792","Gallantt Metal Limited","GALLANTT","P&F | F.A","-0.65","588.30","42060"
"1793","NINtec Systems Ltd","NINSYS","P&F | F.A","-0.65","406.50","639"
"1794","CIE Automotive India Ltd","CIEINDIA","P&F | F.A","-0.65","397.60","48758"
"1795","Asian Hotels (north) Limited","ASIANHOTNR","P&F | F.A","-0.65","326.55","10024"
"1796","B&B Triplewall Containers Ltd","BBTCL","P&F | F.A","-0.65","196.50","5185"
"1797","Om Infra Ltd","OMINFRAL","P&F | F.A","-0.65","102.11","63706"
"1798","Jsw Steel Limited","JSWSTEEL","P&F | F.A","-0.66","1118.10","690429"
"1799","Banaras Beads Limited","BANARBEADS","P&F | F.A","-0.66","129.52","1908"
"1800","Juniper Hotels Ltd","JUNIPER","P&F | F.A","-0.67","259.64","45343"
"1801","Apollo Tyres Limited","APOLLOTYRE","P&F | F.A","-0.68","506.55","206368"
"1802","Exide Industries Limited","EXIDEIND","P&F | F.A","-0.68","371.20","337810"
"1803","GFL Ltd","GFLLIMITED","P&F | F.A","-0.68","58.42","38558"
"1804","Ola Electric Mobility Ltd","OLAELEC","P&F | F.A","-0.68","36.44","13774523"
"1805","Cochin Shipyard","COCHINSHIP","P&F | F.A","-0.69","1588.00","206667"
"1806","Grindwell Norton Limited","GRINDWELL","P&F | F.A","-0.69","1571.10","7659"
"1807","Cipla Limited","CIPLA","P&F | F.A","-0.69","1507.00","631145"
"1808","Sumitomo Chemical India Ltd","SUMICHEM","P&F | F.A","-0.69","453.80","94711"
"1809","Ramco Industries Limited","RAMCOIND","P&F | F.A","-0.69","315.00","20759"
"1810","Ganesh Consumer Products Ltd","GANESHCP","P&F | F.A","-0.69","237.45","24861"
"1811","GROWWSLVR","GROWWSLVR","P&F | F.A","-0.69","188.29","615058"
"1812","Orient Cement Limited","ORIENTCEM","P&F | F.A","-0.69","164.40","265202"
"1813","Ganesh Benzoplast Ltd","GANESHBE","P&F | F.A","-0.69","78.68","19752"
"1814","Sanofi Consumer Healthcare India Ltd","SANOFICONR","P&F | F.A","-0.70","4585.10","305"
"1815","Zydus Lifesciences Ltd","ZYDUSLIFE","P&F | F.A","-0.70","922.65","292378"
"1816","AGI Infra Ltd","AGIIL","P&F | F.A","-0.70","262.10","129784"
"1817","JNK India Ltd","JNKINDIA","P&F | F.A","-0.70","233.00","79172"
"1818","Satin Creditcare Network Limited","SATIN","P&F | F.A","-0.70","142.48","35155"
"1819","Credo Brands Marketing Ltd","MUFTI","P&F | F.A","-0.71","97.28","46916"
"1820","Axiscades Engineering Technologies Limited","AXISCADES","P&F | F.A","-0.72","1288.60","20239"
"1821","Associated Alcohols & Breweries Ltd","ASALCBR","P&F | F.A","-0.72","952.00","11139"
"1822","The Karnataka Bank Limited","KTKBANK","P&F | F.A","-0.72","200.74","5130446"
"1823","Shankara Building Products","SHANKARA","P&F | F.A","-0.72","112.78","29601"
"1824","Uma Exports Ltd","UMAEXPORTS","P&F | F.A","-0.72","38.73","38229"
"1825","Central Depository Services Ltd","CDSL","P&F | F.A","-0.73","1515.40","552466"
"1826","Bf Investment Limited","BFINVEST","P&F | F.A","-0.73","407.10","10253"
"1827","Heranba Industries Ltd","HERANBA","P&F | F.A","-0.73","239.25","11368"
"1828","Varvee Global Ltd","VGL","P&F | F.A","-0.73","148.52","10909"
"1829","Motherson Sumi Systems Limited","MOTHERSON","P&F | F.A","-0.73","120.41","6274721"
"1830","ICICI Prudential Nifty Auto ETF","AUTOIETF","P&F | F.A","-0.73","28.43","310421"
"1831","Rhetan TMT Ltd","RHETAN","P&F | F.A","-0.73","24.60","113825"
"1832","Hester Biosciences Limited","HESTERBIO","P&F | F.A","-0.74","1593.30","1313"
"1833","Swiggy Ltd","SWIGGY","P&F | F.A","-0.74","413.40","6765209"
"1834","Divi's Laboratories Limited","DIVISLAB","P&F | F.A","-0.75","6378.50","79710"
"1835","Kaynes Technology India Ltd","KAYNES","P&F | F.A","-0.75","4233.50","4468256"
"1836","Ajanta Pharma Limited","AJANTPHARM","P&F | F.A","-0.75","2639.90","8329"
"1837","Sandur Manganese & Iron Ores Ltd","SANDUMA","P&F | F.A","-0.75","214.14","1764498"
"1838","Hemisphere Properties India Ltd","HEMIPROP","P&F | F.A","-0.75","133.50","103724"
"1839","Unicommerce eSolutions Ltd","UNIECOM","P&F | F.A","-0.75","118.38","73683"
"1840","Vikran Engineering Ltd","VIKRAN","P&F | F.A","-0.75","92.32","956439"
"1841","The Andhra Sugars Limited","ANDHRSUGAR","P&F | F.A","-0.75","76.50","32093"
"1842","Regaal Resources Ltd","REGAAL","P&F | F.A","-0.75","71.72","221142"
"1843","Sumit Woods Ltd","SUMIT","P&F | F.A","-0.75","69.11","16988"
"1844","Digicontent Ltd","DGCONTENT","P&F | F.A","-0.75","31.68","5087"
"1845","Vesuvius India Limited","VESUVIUS","P&F | F.A","-0.76","473.90","34559"
"1846","Niva Bupa Health Insurance Company Ltd","NIVABUPA","P&F | F.A","-0.76","74.81","609808"
"1847","Trident Limited","TRIDENT","P&F | F.A","-0.76","27.42","1217714"
"1848","Glaxosmithkline Pharmaceuticals Limited","GLAXO","P&F | F.A","-0.77","2580.70","15300"
"1849","Technocraft Industries (india) Limited","TIIL","P&F | F.A","-0.77","2178.40","4182"
"1850","Nippon India Nifty Auto ETF","AUTOBEES","P&F | F.A","-0.77","283.83","177541"
"1851","Iol Chemicals And Pharmaceuticals Limited","IOLCP","P&F | F.A","-0.77","82.44","303245"
"1852","Dynamatic Technologies Limited","DYNAMATECH","P&F | F.A","-0.78","9185.00","20757"
"1853","Jk Cement Limited","JKCEMENT","P&F | F.A","-0.78","5680.00","22582"
"1854","Angel One Ltd","ANGELONE","P&F | F.A","-0.78","2575.00","203228"
"1855","Idbi Bank Limited","IDBI","P&F | F.A","-0.78","99.00","4811024"
"1856","Kcp Sugar And Industries Corporation Limited","KCPSUGIND","P&F | F.A","-0.78","26.70","23910"
"1857","Ambica Agarbathies Aroma & Industries Ltd","AMBICAAGAR","P&F | F.A","-0.78","25.49","488"
"1858","Styrenix Performance Materials Ltd","STYRENIX","P&F | F.A","-0.79","2050.00","10650"
"1859","Syrma SGS Technology Ltd","SYRMA","P&F | F.A","-0.79","733.00","450796"
"1860","Ram Ratna Wires Ltd","RAMRAT","P&F | F.A","-0.79","611.10","14267"
"1861","Raymond Realty Ltd","RAYMONDREL","P&F | F.A","-0.79","479.80","45404"
"1862","Century Enka Limited","CENTENKA","P&F | F.A","-0.79","446.00","5782"
"1863","Bharat Heavy Electricals Limited","BHEL","P&F | F.A","-0.79","282.90","2936280"
"1864","Bhagiradha Chemicals & Industries Ltd","BHAGCHEM","P&F | F.A","-0.79","227.40","6794"
"1865","Edelweiss BSE Capital Markets & Insurance ETF","ECAPINSURE","P&F | F.A","-0.79","23.96","33058"
"1866","Bosch Limited","BOSCHLTD","P&F | F.A","-0.80","36420.00","3124"
"1867","K.p.r. Mill Limited","KPRMILL","P&F | F.A","-0.80","966.10","47859"
"1868","Innovana Thinklabs Ltd","INNOVANA","P&F | F.A","-0.80","440.05","2604"
"1869","Rural Electrification Corporation Limited","RECLTD","P&F | F.A","-0.80","341.65","4387404"
"1870","Mahindra Logistics Ltd","MAHLOG","P&F | F.A","-0.80","320.60","35089"
"1871","Diffusion Engineers Ltd","DIFFNKG","P&F | F.A","-0.80","311.45","23553"
"1872","L&T Finance Ltd","LTF","P&F | F.A","-0.80","305.40","2116661"
"1873","Lemon Tree Hotels Ltd","LEMONTREE","P&F | F.A","-0.80","161.60","607982"
"1874","NIFTYAUTO","NIFTYAUTO","P&F | F.A","-0.81","27595.65","0"
"1875","Jindal Poly Investment And Finance Company Limited","JPOLYINVST","P&F | F.A","-0.81","1086.10","3209"
"1876","HDFC Life Insurance Company Ltd","HDFCLIFE","P&F | F.A","-0.81","771.20","935365"
"1877","Latent View Analytics Ltd","LATENTVIEW","P&F | F.A","-0.81","490.95","211944"
"1878","Aurum Proptech Ltd","AURUM","P&F | F.A","-0.81","173.53","46367"
"1879","Cybertech Systems And Software Limited","CYBERTECH","P&F | F.A","-0.81","147.35","6430"
"1880","Tube Investments of India Ltd","TIINDIA","P&F | F.A","-0.82","2633.90","156776"
"1881","Suyog Telematics Ltd","SUYOG","P&F | F.A","-0.82","630.15","17482"
"1882","West Coast Paper Mills Limited","WSTCSTPAPR","P&F | F.A","-0.82","404.85","15964"
"1883","Patel Retail Ltd","PATELRMART","P&F | F.A","-0.82","206.15","30654"
"1884","Srf Limited","SRF","P&F | F.A","-0.83","2998.50","269925"
"1885","Prakash Industries Limited","PRAKASH","P&F | F.A","-0.83","133.61","296769"
"1886","Trigyn Technologies Limited","TRIGYN","P&F | F.A","-0.83","69.15","9723"
"1887","Shree Rama Newsprint Limited","RAMANEWS","P&F | F.A","-0.83","30.91","56201"
"1888","Solex Energy Ltd","SOLEX","P&F | F.A","-0.84","1497.40","10564"
"1889","Premier Polyfilm Limited","PREMIERPOL","P&F | F.A","-0.84","42.31","18366"
"1890","Tilaknagar Industries Limited","TI","P&F | F.A","-0.85","448.35","224918"
"1891","Eih Limited","EIHOTEL","P&F | F.A","-0.85","374.95","33930"
"1892","Sumeet Industries Limited","SUMEETINDS","P&F | F.A","-0.85","31.47","69618"
"1893","Varun Beverages Limited","VBL","P&F | F.A","-0.86","475.80","2067722"
"1894","Delhivery Ltd","DELHIVERY","P&F | F.A","-0.86","408.75","885479"
"1895","Dolat Algotech Ltd","DOLATALGO","P&F | F.A","-0.86","84.92","261592"
"1896","Hindustan Media Ventures Limited","HMVL","P&F | F.A","-0.86","65.66","5842"
"1897","Uno Minda Ltd","UNOMINDA","P&F | F.A","-0.87","1237.30","187303"
"1898","Dhunseri Investments Limited","DHUNINV","P&F | F.A","-0.87","1153.50","475"
"1899","Uttam Sugar Mills Limited","UTTAMSUGAR","P&F | F.A","-0.87","251.31","31332"
"1900","Puravankara Projects Limited","PURVA","P&F | F.A","-0.87","241.65","19682"
"1901","S Chand and Company Limited","SCHAND","P&F | F.A","-0.87","158.95","30533"
"1902","Steel City Securities Ltd","STEELCITY","P&F | F.A","-0.87","96.00","4063"
"1903","Icra Limited","ICRA","P&F | F.A","-0.88","6050.00","2288"
"1904","Lupin Limited","LUPIN","P&F | F.A","-0.88","2095.40","328208"
"1905","Suryoday Small Finance Bank Ltd","SURYODAY","P&F | F.A","-0.88","135.87","266063"
"1906","Motilal Oswal Nifty Capital Market ETF","MOCAPITAL","P&F | F.A","-0.88","46.27","219154"
"1907","Poly Medicure Limited","POLYMED","P&F | F.A","-0.89","1873.00","15098"
"1908","Prince Pipes & Fittings Ltd","PRINCEPIPE","P&F | F.A","-0.89","250.00","70642"
"1909","Greenlam Industries Limited","GREENLAM","P&F | F.A","-0.89","249.70","10154"
"1910","Manba Finance Ltd","MANBA","P&F | F.A","-0.89","137.85","21690"
"1911","K.m.sugar Mills Limited","KMSUGAR","P&F | F.A","-0.89","26.75","10202"
"1912","Sanofi India Limited","SANOFI","P&F | F.A","-0.90","4204.00","12794"
"1913","Gm Breweries Limited","GMBREW","P&F | F.A","-0.90","991.20","57424"
"1914","Gujarat State Petronet Limited","GSPL","P&F | F.A","-0.90","286.60","148491"
"1915","Nelcast Limited","NELCAST","P&F | F.A","-0.90","108.45","21833"
"1916","Aeroflex Neu Ltd","AERONEU","P&F | F.A","-0.90","85.50","135386"
"1917","Dwarikesh Sugar Industries Limited","DWARKESH","P&F | F.A","-0.90","39.59","187806"
"1918","Pioneer Embroideries Limited","PIONEEREMB","P&F | F.A","-0.90","28.77","10305"
"1919","Gujarat Gas Limited","GUJGASLTD","P&F | F.A","-0.91","392.05","482349"
"1920","Orient Technologies Ltd","ORIENTTECH","P&F | F.A","-0.91","339.05","120483"
"1921","Rbl Bank Limited","RBLBANK","P&F | F.A","-0.91","304.80","2101956"
"1922","EFC (I) Ltd","EFCIL","P&F | F.A","-0.91","292.40","114620"
"1923","Kalyani Investment Company Limited","KICL","P&F | F.A","-0.92","4968.00","382"
"1924","Premier Energies Ltd","PREMIERENE","P&F | F.A","-0.92","910.80","492095"
"1925","Patanjali Foods Ltd","PATANJALI","P&F | F.A","-0.92","531.90","911376"
"1926","Dcb Bank Limited","DCBBANK","P&F | F.A","-0.92","169.72","385040"
"1927","Everest Kanto Cylinder Limited","EKC","P&F | F.A","-0.92","117.88","72255"
"1928","Kamdhenu Limited","KAMDHENU","P&F | F.A","-0.93","25.69","435151"
"1929","Endurance Technologies Limited","ENDURANCE","P&F | F.A","-0.94","2616.00","45563"
"1930","Huhtamaki India Ltd","HUHTAMAKI","P&F | F.A","-0.94","210.70","83726"
"1931","Gillette India Limited","GILLETTE","P&F | F.A","-0.95","8063.00","10995"
"1932","Nalwa Sons Investments Limited","NSIL","P&F | F.A","-0.95","6661.00","1105"
"1933","Medicamen Biotech Ltd","MEDICAMEQ","P&F | F.A","-0.95","401.25","6836"
"1934","EPack Prefab Technologies Ltd","EPACKPEB","P&F | F.A","-0.95","293.30","579019"
"1935","Dhunseri Ventures Ltd","DVL","P&F | F.A","-0.95","287.90","3692"
"1936","Solar Industries India Limited","SOLARINDS","P&F | F.A","-0.96","12186.00","25327"
"1937","NGL Fine Chem Ltd","NGLFINE","P&F | F.A","-0.96","1314.00","1042"
"1938","Zensar Technologies Limited","ZENSARTECH","P&F | F.A","-0.96","729.05","94561"
"1939","Aditya Vision Ltd","AVL","P&F | F.A","-0.96","504.20","26429"
"1940","ASK Automotive Ltd","ASKAUTOLTD","P&F | F.A","-0.96","461.20","38141"
"1941","Western Carriers (India) Ltd","WCIL","P&F | F.A","-0.96","120.16","47855"
"1942","Prajay Engineers Syndicate Limited","PRAENG","P&F | F.A","-0.96","28.00","11313"
"1943","Gabriel India Limited","GABRIEL","P&F | F.A","-0.97","958.10","109487"
"1944","Capillary Technologies India Ltd","CAPILLARY","P&F | F.A","-0.97","712.35","2968384"
"1945","Hindustan Foods Ltd","HNDFDS","P&F | F.A","-0.97","528.15","18871"
"1946","KN Agri Resources Ltd","KNAGRI","P&F | F.A","-0.97","203.95","48611"
"1947","Waaree Energies Ltd","WAAREEENER","P&F | F.A","-0.98","2950.80","287238"
"1948","Sasken Communication Technologies Limited","SASKEN","P&F | F.A","-0.98","1216.70","31400"
"1949","Borosil Renewables Ltd","BORORENEW","P&F | F.A","-0.98","539.75","130872"
"1950","Faze Three Ltd","FAZE3Q","P&F | F.A","-0.98","454.45","12292"
"1951","Quick Heal Technologies Limited","QUICKHEAL","P&F | F.A","-0.98","278.35","38025"
"1952","Nippon India Nifty India Manufacturing ETF","MANUFGBEES","P&F | F.A","-0.98","152.26","7331"
"1953","Reliable Data Services Ltd","RELIABLE","P&F | F.A","-0.98","151.50","5349"
"1954","Avro India Ltd","AVROIND","P&F | F.A","-0.98","113.56","10872"
"1955","Paras Defence and Space Technologies Ltd","PARAS","P&F | F.A","-0.99","660.85","176059"
"1956","Varroc Engineering Ltd","VARROC","P&F | F.A","-0.99","643.70","41983"
"1957","Wonderla Holidays Limited","WONDERLA","P&F | F.A","-0.99","538.20","40977"
"1958","Aptus Value Housing Finance India Ltd","APTUS","P&F | F.A","-0.99","289.45","269458"
"1959","Sutlej Textiles And Industries Limited","SUTLEJTEX","P&F | F.A","-0.99","32.00","11659"
"1960","OneSource Specialty Pharma Ltd","ONESOURCE","P&F | F.A","-1.00","1618.90","33586"
"1961","ITC Hotels Ltd","ITCHOTELS","P&F | F.A","-1.00","191.70","1188583"
"1962","NMDC Steel Ltd","NSLNISP","P&F | F.A","-1.01","41.19","792628"
"1963","Brigade Enterprises Limited","BRIGADE","P&F | F.A","-1.02","877.05","82766"
"1964","eMudhra Ltd","EMUDHRA","P&F | F.A","-1.02","614.15","11860"
"1965","Steelcast Ltd","STEELCAS","P&F | F.A","-1.02","209.50","23707"
"1966","Nuvama Wealth Management Ltd","NUVAMA","P&F | F.A","-1.03","7276.50","23238"
"1967","AAVAS Financiers Ltd","AAVAS","P&F | F.A","-1.03","1553.00","70346"
"1968","Bgr Energy Systems Limited","BGRENERGY","P&F | F.A","-1.03","339.95","74523"
"1969","R&B Denims Ltd","RNBDENIMS","P&F | F.A","-1.03","120.59","26034"
"1970","Credit Analysis And Research Limited","CARERATING","P&F | F.A","-1.04","1525.00","29158"
"1971","Life Insurance Corporation of India","LICI","P&F | F.A","-1.04","858.60","361365"
"1972","Shradha Infraprojects Ltd","SHRADHA","P&F | F.A","-1.04","39.05","24238"
"1973","Walchandnagar Industries Limited","WALCHANNAG","P&F | F.A","-1.05","173.68","1324069"
"1974","Rswm Limited","RSWM","P&F | F.A","-1.05","152.00","7618"
"1975","Sudarshan Chemical Industries Limited","SUDARSCHEM","P&F | F.A","-1.06","985.90","27937"
"1976","Yatharth Hospital & Trauma Care Services Ltd","YATHARTH","P&F | F.A","-1.06","693.05","183157"
"1977","Devyani International Ltd","DEVYANI","P&F | F.A","-1.06","132.90","516510"
"1978","Ind-swift Laboratories Limited","INDSWFTLAB","P&F | F.A","-1.06","96.87","80968"
"1979","Goldstone Technologies Limited","GOLDTECH","P&F | F.A","-1.06","51.54","19019"
"1980","Mukka Proteins Ltd","MUKKA","P&F | F.A","-1.06","24.33","280714"
"1981","Madhav Marbles And Granites Limited","MADHAV","P&F | F.A","-1.07","40.81","1477"
"1982","Kewal Kiran Clothing Limited","KKCL","P&F | F.A","-1.08","485.00","9356"
"1983","Capri Global Capital Limited","CGCL","P&F | F.A","-1.08","182.15","512032"
"1984","Vintage Coffee & Beverages Ltd","VINCOFE","P&F | F.A","-1.08","163.50","1296817"
"1985","Century Extrusions Limited","CENTEXT","P&F | F.A","-1.08","21.00","49750"
"1986","Flair Writing Industries Ltd","FLAIR","P&F | F.A","-1.09","296.00","45847"
"1987","Bajaj Housing Finance Ltd","BAJAJHFL","P&F | F.A","-1.09","94.59","5272075"
"1988","Equippp Social Impact Technologies Ltd","EQUIPPP","P&F | F.A","-1.09","21.75","2020"
"1989","Brainbees Solutions Ltd","FIRSTCRY","P&F | F.A","-1.10","287.35","111309"
"1990","Modison Ltd","MODISONLTD","P&F | F.A","-1.10","139.10","36288"
"1991","NTPC Green Energy Ltd","NTPCGREEN","P&F | F.A","-1.10","90.52","1252979"
"1992","Cyient Limited","CYIENT","P&F | F.A","-1.11","1154.70","80752"
"1993","Optiemus Infracom Ltd","OPTIEMUS","P&F | F.A","-1.11","532.05","67101"
"1994","Man Infraconstruction Limited","MANINFRA","P&F | F.A","-1.11","129.64","104884"
"1995","Godrej Agrovet Ltd","GODREJAGRO","P&F | F.A","-1.12","585.00","51706"
"1996","Landmark Cars Ltd","LANDMARK","P&F | F.A","-1.12","512.70","5953"
"1997","Power Finance Corporation Limited","PFC","P&F | F.A","-1.12","340.35","3089048"
"1998","Adani Wilmar Ltd","AWL","P&F | F.A","-1.12","246.30","656553"
"1999","Centrum Capital Ltd","CENTRUM","P&F | F.A","-1.12","29.22","107812"
"2000","Valiant Organics Ltd","VALIANTORG","P&F | F.A","-1.13","271.30","16224"
"2001","Natural Capsules Ltd","NATCAPSUQ","P&F | F.A","-1.13","187.60","1176"
"2002","Cummins India Limited","CUMMINSIND","P&F | F.A","-1.14","4547.90","260753"
"2003","Jindal Photo Limited","JINDALPHOT","P&F | F.A","-1.14","1509.90","5689"
"2004","Bliss Gvs Pharma Limited","BLISSGVS","P&F | F.A","-1.14","142.73","414795"
"2005","Indo US Bio-Tech Ltd","INDOUS","P&F | F.A","-1.14","125.65","6842"
"2006","Focus Lighting & Fixtures Ltd","FOCUS","P&F | F.A","-1.14","80.46","55767"
"2007","Sobha Limited","SOBHA","P&F | F.A","-1.15","1433.00","59517"
"2008","Pakka Ltd","PAKKA","P&F | F.A","-1.15","103.17","65340"
"2009","Generic Engineering Construction & Projects Ltd","GENCON","P&F | F.A","-1.15","46.32","281522"
"2010","Cera Sanitaryware Limited","CERA","P&F | F.A","-1.16","5197.50","20836"
"2011","Jyoti CNC Automation Ltd","JYOTICNC","P&F | F.A","-1.16","946.60","148865"
"2012","Aaron Industries Ltd","AARON","P&F | F.A","-1.16","180.84","2785"
"2013","RKEC Projects Ltd","RKEC","P&F | F.A","-1.16","54.42","12750"
"2014","Jubilant Foodworks Limited","JUBLFOOD","P&F | F.A","-1.17","576.70","1113300"
"2015","Keystone Realtors Ltd","RUSTOMJEE","P&F | F.A","-1.17","532.95","2537"
"2016","Shipping Corporation Of India Limited","SCI","P&F | F.A","-1.17","222.79","694594"
"2017","NIFTYCAPITALMKT","NIFTYCAPITALMKT","P&F | F.A","-1.18","4603.50","0"
"2018","Fine Organic Industries Ltd","FINEORG","P&F | F.A","-1.18","4357.00","4512"
"2019","United Breweries Limited","UBL","P&F | F.A","-1.18","1628.70","29077"
"2020","Info Edge (india) Limited","NAUKRI","P&F | F.A","-1.18","1361.50","735335"
"2021","Ceigall India Ltd","CEIGALL","P&F | F.A","-1.18","231.94","36974"
"2022","Damodar Industries Limited","DAMODARIND","P&F | F.A","-1.18","31.12","1100"
"2023","Pilani Investment And Industries Corporation Limited","PILANIINVS","P&F | F.A","-1.19","5167.00","1644"
"2024","Mankind Pharma Ltd","MANKIND","P&F | F.A","-1.19","2152.90","459267"
