Sr.,Stock Name,Symbol,Links,%Chg,Price,Volume
"1527","Dhampur Bio Organics Ltd","DBOL","P&F | F.A","-0.25","79.68","66607"
"1528","Mirae AN Midsmallcap400 Momentum Quality 100 ETF","MIDSMALL","P&F | F.A","-0.25","48.12","53914"
"1529","ICICI Prudential Nifty Financial Serv. Ex-Bank ETF","FINIETF","P&F | F.A","-0.25","32.36","281546"
"1530","ICICI Prudential Nifty 200 Momentum 30 ETF","MOM30IETF","P&F | F.A","-0.25","31.93","218191"
"1531","Kotak Nifty 200 Momentum 30 ETF","MOMENTUM30","P&F | F.A","-0.25","31.43","10507"
"1532","Essar Shipping Limited","ESSARSHPNG","P&F | F.A","-0.25","28.13","44901"
"1533","Apl Apollo Tubes Limited","APLAPOLLO","P&F | F.A","-0.26","1733.30","235321"
"1534","Eid Parry India Limited","EIDPARRY","P&F | F.A","-0.26","1032.70","22796"
"1535","Cyient DLM Ltd","CYIENTDLM","P&F | F.A","-0.26","427.25","62081"
"1536","V-guard Industries Limited","VGUARD","P&F | F.A","-0.26","329.65","32180"
"1537","Laxmi Dental Ltd","LAXMIDENTL","P&F | F.A","-0.26","266.55","162210"
"1538","Amines & Plasticizers Ltd","AMNPLST","P&F | F.A","-0.26","174.00","4237"
"1539","Nifty50 Value 20","NV20","P&F | F.A","-0.26","154.48","5156"
"1540","Motilal Oswal Nifty Energy ETF","MOENERGY","P&F | F.A","-0.26","35.08","29506"
"1541","Lexus Granito (India) Ltd","LEXUS","P&F | F.A","-0.26","27.00","1910"
"1542","NIFTYCPSE","NIFTYCPSE","P&F | F.A","-0.27","6215.70","0"
"1543","Mazagon Dock Shipbuilders Ltd","MAZDOCK","P&F | F.A","-0.27","2452.00","286590"
"1544","Honda Siel Power Products Limited","HONDAPOWER","P&F | F.A","-0.27","2343.60","2689"
"1545","Accelya Kale Solutions Limited","ACCELYA","P&F | F.A","-0.27","1306.20","41701"
"1546","Axis Bank Limited","AXISBANK","P&F | F.A","-0.27","1282.60","896489"
"1547","UTI Sensex ETF","UTISENSETF","P&F | F.A","-0.27","937.50","662"
"1548","Liberty Shoes Limited","LIBERTSHOE","P&F | F.A","-0.27","279.10","4871"
"1549","Northern ARC Capital Ltd","NORTHARC","P&F | F.A","-0.27","259.25","156370"
"1550","Star Paper Mills Limited","STARPAPER","P&F | F.A","-0.27","160.30","1402"
"1551","Jay Bharat Maruti Limited","JAYBARMARU","P&F | F.A","-0.27","88.27","24466"
"1552","Paramount Communications Limited","PARACABLES","P&F | F.A","-0.27","36.85","311421"
"1553","Persistent Systems Limited","PERSISTENT","P&F | F.A","-0.28","6318.50","97041"
"1554","Krystal Integrated Services Ltd","KRYSTAL","P&F | F.A","-0.28","517.75","3924"
"1555","Atul Auto Limited","ATULAUTO","P&F | F.A","-0.28","440.45","29012"
"1556","Gokul Agro Resources Limited","GOKULAGRO","P&F | F.A","-0.28","194.45","288580"
"1557","Aarvi Encon Ltd","AARVI","P&F | F.A","-0.28","121.97","3811"
"1558","R.p.p. Infra Projects Limited","RPPINFRA","P&F | F.A","-0.28","102.16","29097"
"1559","CPSE ETF*","CPSEETF","P&F | F.A","-0.28","89.33","517602"
"1560","Avt Natural Products Limited","AVTNPL","P&F | F.A","-0.28","66.62","28393"
"1561","Motilal Oswal Nifty 500 Momentum 50 ETF","MOMENTUM50","P&F | F.A","-0.28","52.88","304873"
"1562","Datamatics Global Services Limited","DATAMATICS","P&F | F.A","-0.29","824.00","13698"
"1563","Tata Motors Passenger Vehicles Ltd","TMPV","P&F | F.A","-0.29","346.45","4805893"
"1564","Tata Nifty ETF","NETF","P&F | F.A","-0.29","280.55","1823"
"1565","Axis Silver ETF","AXISILVER","P&F | F.A","-0.29","190.80","2028312"
"1566","Hitech Corporation","HITECHCORP","P&F | F.A","-0.29","168.00","5260"
"1567","Saurashtra Cement Ltd","SAURASHCEM","P&F | F.A","-0.29","85.75","26421"
"1568","Himachal Futuristic Communications Limited","HFCL","P&F | F.A","-0.29","66.37","5940475"
"1569","Gokul Refoils And Solvent Limited","GOKUL","P&F | F.A","-0.29","40.68","7955"
"1570","Alicon Castalloy Limited","ALICON","P&F | F.A","-0.30","855.40","1947"
"1571","Career Point Edutech Ltd","CPEDU","P&F | F.A","-0.30","269.95","4347"
"1572","Mirae Asset Nifty 8-13 Yr G-Sec ETF","GSEC10YEAR","P&F | F.A","-0.30","29.53","2303"
"1573","Nippon India NIFTY Pharma ETF Growth Plan","PHARMABEES","P&F | F.A","-0.30","23.26","4660332"
"1574","NIFTYHEALTHCARE","NIFTYHEALTHCARE","P&F | F.A","-0.31","14708.00","0"
"1575","Jubilant Pharmova Ltd","JUBLPHARMA","P&F | F.A","-0.31","1082.60","39739"
"1576","Mirae Asset Nifty India Manufacturing ETF","MAKEINDIA","P&F | F.A","-0.31","154.06","9673"
"1577","ICICI Prudential Nifty 5 Yr Benchmark G-Sec ETF","GSEC5IETF","P&F | F.A","-0.31","63.77","2424"
"1578","NIFTYMIDLIQ15","NIFTYMIDLIQ15","P&F | F.A","-0.32","16367.75","0"
"1579","Ultratech Cement Limited","ULTRACEMCO","P&F | F.A","-0.32","11685.00","118461"
"1580","Lloyds Metals & Energy Ltd","LLOYDSME","P&F | F.A","-0.32","1284.20","110223"
"1581","Sakar Healthcare Ltd","SAKAR","P&F | F.A","-0.32","421.00","13215"
"1582","Aarti Drugs Limited","AARTIDRUGS","P&F | F.A","-0.32","393.45","60739"
"1583","Onward Technologies Limited","ONWARDTEC","P&F | F.A","-0.32","276.35","6046"
"1584","South West Pinnacle Exploration Ltd","SOUTHWEST","P&F | F.A","-0.32","194.90","13905"
"1585","Groww Nifty India Defence ETF","GROWWDEFNC","P&F | F.A","-0.32","75.50","139949"
"1586","Bannari Amman Spinning Mills Limited","BASML","P&F | F.A","-0.32","27.76","33883"
"1587","Shilchar Technologies Ltd","SHILCTECH","P&F | F.A","-0.33","4000.00","3939"
"1588","PB Fintech Ltd","POLICYBZR","P&F | F.A","-0.33","1918.90","745762"
"1589","SignatureGlobal India Ltd","SIGNATURE","P&F | F.A","-0.33","1118.80","211804"
"1590","Container Corporation Of India Limited","CONCOR","P&F | F.A","-0.33","503.85","257857"
"1591","Tata Power Company Limited","TATAPOWER","P&F | F.A","-0.33","380.70","2022891"
"1592","Jio Financial Services Ltd","JIOFIN","P&F | F.A","-0.33","299.75","3431327"
"1593","Crompton Greaves Consumer Electricals Limited","CROMPTON","P&F | F.A","-0.33","253.25","525559"
"1594","Baroda BNP Paribas Nifty Bank ETF","BBNPNBETF","P&F | F.A","-0.33","59.70","237"
"1595","Modern Threads (I) Ltd","MODTHREAD","P&F | F.A","-0.33","45.87","23984"
"1596","Bharti Airtel Limited","BHARTIARTL","P&F | F.A","-0.34","2076.30","1714580"
"1597","ELLEN","ELLEN","P&F | F.A","-0.34","351.05","42426"
"1598","Ntpc Limited","NTPC","P&F | F.A","-0.34","323.95","7472520"
"1599","DSP Nifty Healthcare ETF","HEALTHADD","P&F | F.A","-0.34","148.36","992"
"1600","SBI ETF Consumption","SBIETFCON","P&F | F.A","-0.34","125.34","11872"
"1601","UTI Nifty 10 yr Benchmark G-Sec ETF","NIF10GETF","P&F | F.A","-0.34","26.05","975"
"1602","CNXPHARMA","CNXPHARMA","P&F | F.A","-0.35","22729.65","0"
"1603","Apollo Hospitals Enterprise Limited","APOLLOHOSP","P&F | F.A","-0.35","7076.50","151837"
"1604","Pitti Engineering Ltd","PITTIENG","P&F | F.A","-0.35","821.10","13361"
"1605","Tata Investment Corporation Limited","TATAINVEST","P&F | F.A","-0.35","719.35","155592"
"1606","Biocon Limited","BIOCON","P&F | F.A","-0.35","385.00","772685"
"1607","Mirae Asset Silver ETF","SILVERAG","P&F | F.A","-0.35","187.00","418377"
"1608","HDFC Silver ETF","HDFCSILVER","P&F | F.A","-0.35","184.20","5587155"
"1609","Groww Nifty EV & New Age Automotive ETF","GROWWEV","P&F | F.A","-0.35","30.97","93628"
"1610","Crisil Limited","CRISIL","P&F | F.A","-0.36","4482.60","27609"
"1611","Tvs Motor Company Limited","TVSMOTOR","P&F | F.A","-0.36","3642.00","195011"
"1612","Yatra Online Ltd","YATRA","P&F | F.A","-0.36","176.16","484394"
"1613","Krebs Biochemicals And Industries Limited","KREBSBIO","P&F | F.A","-0.36","68.41","2152"
"1614","Kotak MSCI India ETF","MSCIINDIA","P&F | F.A","-0.36","30.78","7345"
"1615","Centum Electronics Limited","CENTUM","P&F | F.A","-0.37","2294.30","8828"
"1616","Venus Pipes & Tubes Ltd","VENUSPIPES","P&F | F.A","-0.37","1249.40","8476"
"1617","Dodla Dairy Ltd","DODLA","P&F | F.A","-0.37","1216.10","15201"
"1618","AB Cotspin India Ltd","ABCOTS","P&F | F.A","-0.37","412.75","4192"
"1619","Motilal Oswal M50 ETF","MOM50","P&F | F.A","-0.37","269.77","4479"
"1620","Hikal Limited","HIKAL","P&F | F.A","-0.37","251.77","255338"
"1621","Kotak Silver ETF","SILVER1","P&F | F.A","-0.37","186.40","1103587"
"1622","Gail (india) Limited","GAIL","P&F | F.A","-0.37","170.08","4335196"
"1623","Ruchira Papers Limited","RUCHIRA","P&F | F.A","-0.37","119.84","26428"
"1624","Kotak Nifty Alpha 50 ETF","ALPHA","P&F | F.A","-0.37","48.33","509670"
"1625","HDFC Nifty 100 ETF","HDFCNIF100","P&F | F.A","-0.37","27.25","18884"
"1626","HDFC Nifty 100 Low Volatility 30 ETF","HDFCLOWVOL","P&F | F.A","-0.37","21.47","5377"
"1627","Procter & Gamble Hygiene And Health Care Limited","PGHH","P&F | F.A","-0.38","12726.00","1279"
"1628","Revathi Equipment India Ltd","RVTH","P&F | F.A","-0.38","710.20","318"
"1629","JSW Infrastructure Ltd","JSWINFRA","P&F | F.A","-0.38","273.20","486058"
"1630","Nath Bio-genes (india) Limited","NATHBIOGEN","P&F | F.A","-0.38","152.72","2410"
"1631","Inspirisys Solutions Ltd","INSPIRISYS","P&F | F.A","-0.38","88.00","6729"
"1632","Reliance Power Limited","RPOWER","P&F | F.A","-0.38","34.40","26727632"
"1633","Ingersoll Rand (india) Limited","INGERRAND","P&F | F.A","-0.39","3559.00","2564"
"1634","Grasim Industries Limited","GRASIM","P&F | F.A","-0.39","2825.70","380346"
"1635","Tata Technologies Ltd","TATATECH","P&F | F.A","-0.39","657.40","248639"
"1636","Cohance Lifesciences Ltd","COHANCE","P&F | F.A","-0.39","533.70","185320"
"1637","Stanley Lifestyles Ltd","STANLEY","P&F | F.A","-0.39","223.64","34064"
"1638","Linc Ltd","LINC","P&F | F.A","-0.39","111.62","14376"
"1639","Motilal Oswal Nasdaq Q 50 ETF","MONQ50","P&F | F.A","-0.39","99.27","75822"
"1640","Lovable Lingerie Limited","LOVABLE","P&F | F.A","-0.39","82.30","2821"
"1641","Azad Engineering Ltd","AZAD","P&F | F.A","-0.40","1601.40","27534"
"1642","360 ONE WAM Ltd","360ONE","P&F | F.A","-0.40","1137.60","1241943"
"1643","Advent Hotels International Ltd","ADVENTHTL","P&F | F.A","-0.40","221.69","107534"
"1644","Advani Hotels & Resorts (india) Limited","ADVANIHOTR","P&F | F.A","-0.40","57.71","18056"
"1645","Aartech Solonics Ltd","AARTECH","P&F | F.A","-0.40","49.29","13821"
"1646","Titan Company Limited","TITAN","P&F | F.A","-0.41","3864.40","180445"
"1647","Carborundum Universal Limited","CARBORUNIV","P&F | F.A","-0.41","871.05","15162"
"1648","63 Moons Technologies","63MOONS","P&F | F.A","-0.41","757.85","88511"
"1649","Dlf Limited","DLF","P&F | F.A","-0.41","696.50","839632"
"1650","L T Foods Ltd","LTFOODS","P&F | F.A","-0.41","380.45","221880"
"1651","CMS Info Systems Ltd","CMSINFO","P&F | F.A","-0.41","349.00","173985"
"1652","Muthoot Capital Services Limited","MUTHOOTCAP","P&F | F.A","-0.41","276.80","2303"
"1653","D P Wires Ltd","DPWIRES","P&F | F.A","-0.41","194.98","2864"
"1654","SBI Silver ETF","SBISILVER","P&F | F.A","-0.41","188.18","2042805"
"1655","Shalimar Paints Limited","SHALPAINTS","P&F | F.A","-0.41","60.00","42952"
"1656","Kotak Nifty 100 Equal Weight ETF","NIFTY100EW","P&F | F.A","-0.41","33.71","8089"
"1657","Avenue Supermarts","DMART","P&F | F.A","-0.42","3827.00","118024"
"1658","Manappuram Finance Limited","MANAPPURAM","P&F | F.A","-0.42","286.40","804867"
"1659","ICICI Prudential Nifty EV & New Age Automotive ETF","EVIETF","P&F | F.A","-0.42","31.17","18342"
"1660","Mirae Asset Hang Seng TECH ETF","MAHKTECH","P&F | F.A","-0.42","25.82","321264"
"1661","NIFTYMIDSMLHLTH","NIFTYMIDSMLHLTH","P&F | F.A","-0.43","43289.20","0"
"1662","Bayer Cropscience Limited","BAYERCROP","P&F | F.A","-0.43","4389.80","7953"
"1663","Seamec Limited","SEAMECLTD","P&F | F.A","-0.43","1022.80","11191"
"1664","Genus Power Infrastructures Limited","GENUSPOWER","P&F | F.A","-0.43","301.95","130021"
"1665","Anlon Healthcare Ltd","AHCL","P&F | F.A","-0.43","140.85","76346"
"1666","Nk Industries Limited","NKIND","P&F | F.A","-0.43","65.50","147"
"1667","NIFTYALPHA50","NIFTYALPHA50","P&F | F.A","-0.44","50317.45","0"
"1668","NIFTY200ALPHA30","NIFTY200ALPHA30","P&F | F.A","-0.44","25140.90","0"
"1669","Hitachi Energy India Ltd","POWERINDIA","P&F | F.A","-0.44","19450.00","32299"
"1670","Bajaj Auto Limited","BAJAJ-AUTO","P&F | F.A","-0.44","8975.50","403121"
"1671","Gujarat Fluorochemicals Ltd","FLUOROCHEM","P&F | F.A","-0.44","3450.60","23531"
"1672","Rossari Biotech Ltd","ROSSARI","P&F | F.A","-0.44","582.80","14988"
"1673","Gretex Corporate Services Ltd","GCSL","P&F | F.A","-0.44","341.50","5163"
"1674","Crizac Ltd","CRIZAC","P&F | F.A","-0.44","280.40","115733"
"1675","Greenpanel Industries Ltd","GREENPANEL","P&F | F.A","-0.44","237.00","56790"
"1676","Indo Rama Synthetics (india) Limited","INDORAMA","P&F | F.A","-0.44","47.18","41224"
"1677","Aurobindo Pharma Limited","AUROPHARMA","P&F | F.A","-0.45","1189.70","328849"
"1678","Nippon Life India Asset Management Ltd","NAM-INDIA","P&F | F.A","-0.45","866.55","185772"
"1679","Iifl Holdings Limited","IIFL","P&F | F.A","-0.45","578.40","436926"
"1680","Orient Bell Limited","ORIENTBELL","P&F | F.A","-0.45","267.95","2865"
"1681","Heidelbergcement India Limited","HEIDELBERG","P&F | F.A","-0.45","174.63","22346"
"1682","Indian Renewable Energy Development Agency Ltd","IREDA","P&F | F.A","-0.45","135.57","2151593"
"1683","Motilal Oswal S&P BSE Healthcare ETF","MOHEALTH","P&F | F.A","-0.45","44.50","36948"
"1684","Mirae Asset Nifty EV and New Age Automotive ETF","EVINDIA","P&F | F.A","-0.45","31.13","126540"
"1685","CreditAccess Grameen Ltd","CREDITACC","P&F | F.A","-0.46","1282.50","142033"
"1686","Kolte - Patil Developers Limited","KOLTEPATIL","P&F | F.A","-0.46","382.50","16954"
"1687","Iti Limited","ITI","P&F | F.A","-0.46","303.70","122326"
"1688","Trejhara Solutions Ltd","TREJHARA","P&F | F.A","-0.46","246.70","3671"
"1689","Vraj Iron & Steel Ltd","VRAJ","P&F | F.A","-0.46","122.40","11264"
"1690","Indo Amines Ltd","INDOAMIN","P&F | F.A","-0.46","118.20","21145"
"1691","Indian Railway Finance Corporation Ltd","IRFC","P&F | F.A","-0.46","113.30","3363971"
"1692","Grp Limited","GRPLTD","P&F | F.A","-0.47","1776.20","668"
"1693","Oberoi Realty Limited","OBEROIRLTY","P&F | F.A","-0.47","1652.00","142396"
"1694","Happy Forgings Ltd","HAPPYFORGE","P&F | F.A","-0.47","1067.10","13287"
"1695","Pashupati Cotspin Ltd","PASHUPATI","P&F | F.A","-0.47","830.05","1036"
"1696","Groww Nifty Midcap 150 ETF","GROWWMC150","P&F | F.A","-0.47","221.39","554"
"1697","Bharat Seats Ltd","BHARATSE","P&F | F.A","-0.47","177.19","34009"
"1698","Brigade Hotel Ventures Ltd","BRIGHOTEL","P&F | F.A","-0.47","72.72","25242"
"1699","Orissa Bengal Carrier Ltd","OBCL","P&F | F.A","-0.47","55.37","582"
"1700","Tata Teleservices (maharashtra) Limited","TTML","P&F | F.A","-0.47","48.87","1988779"
"1701","Shipping Corporation of India Land & Assets Ltd","SCILAL","P&F | F.A","-0.47","46.71","171658"
"1702","HP Adhesives Ltd","HPAL","P&F | F.A","-0.47","42.70","16137"
"1703","Dhanlaxmi Bank Limited","DHANBANK","P&F | F.A","-0.47","25.16","204870"
"1704","Global Health Ltd","MEDANTA","P&F | F.A","-0.48","1146.90","54456"
"1705","Schloss Bangalore Ltd","THELEELA","P&F | F.A","-0.48","395.75","40289"
"1706","DSP Silver ETF","SILVERADD","P&F | F.A","-0.48","184.99","637657"
"1707","Aditya Birla Sun Life CRISIL Broad Based Gilt ETF","ABGSEC","P&F | F.A","-0.48","110.70","830"
"1708","Texmaco Infrastructure & Holdings Limited","TEXINFRA","P&F | F.A","-0.48","105.39","36827"
"1709","Snowman Logistics Limited","SNOWMAN","P&F | F.A","-0.48","41.35","112619"
"1710","Tega Industries Ltd","TEGA","P&F | F.A","-0.49","1913.00","28276"
"1711","Aster DM Healthcare Ltd","ASTERDM","P&F | F.A","-0.49","617.30","294818"
"1712","Indo Count Industries Limited","ICIL","P&F | F.A","-0.49","285.55","39349"
"1713","Entertainment Network (india) Limited","ENIL","P&F | F.A","-0.49","114.38","15516"
"1714","Suratwwala Business Group Ltd","SBGLP","P&F | F.A","-0.49","34.50","96978"
"1715","Bannari Amman Sugars Limited","BANARISUG","P&F | F.A","-0.50","3620.00","308"
"1716","Bajaj Finance Limited","BAJFINANCE","P&F | F.A","-0.50","1012.20","2355997"
"1717","SBI Cards & Payment Services Ltd","SBICARD","P&F | F.A","-0.50","870.20","337923"
